elapsed_s,gpu_memory_mib,wsl_rss_kib,wsl_rss_source,wsl_swap_kib,minor_faults,major_faults,fault_processes,pcie_rx_mib_s,pcie_tx_mib_s
235.763,31286.0,78256716,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
236.796,31287.0,78171072,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
237.827,31287.0,78103568,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
238.86,31287.0,77928028,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
239.894,31287.0,78181596,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
240.927,31286.0,78137736,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
241.961,31287.0,78049588,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
242.994,31286.0,77994176,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
244.027,31286.0,77944344,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
245.061,31286.0,77906120,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
246.095,31286.0,77840996,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
247.128,31286.0,77794860,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
248.161,31286.0,77789416,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
249.194,31286.0,77762400,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
250.228,31286.0,77724948,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
251.259,31286.0,77771676,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
252.292,31286.0,77568732,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
253.327,31286.0,77715912,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
254.359,31287.0,77836816,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
255.392,31286.0,77825296,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
256.426,31287.0,77782728,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
257.46,31287.0,77774664,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
258.493,31287.0,77768816,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
259.525,31287.0,77800584,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
260.559,31287.0,77496992,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
261.597,31357.0,77456204,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
262.629,31356.0,77374760,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
263.661,31356.0,77451784,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
264.693,31356.0,77423912,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
265.726,31356.0,77391500,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
266.757,31356.0,77284812,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
267.814,30169.0,74891992,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
268.851,30169.0,75143244,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
269.884,30169.0,75431680,WSL MemTotal-MemAvailable fallback,0,19070691,1630,4,,
270.919,30223.0,76065296,WSL MemTotal-MemAvailable fallback,0,19236794,1664,9,,
271.956,30223.0,76447536,WSL MemTotal-MemAvailable fallback,0,19252961,1664,9,,
272.998,30223.0,76673592,WSL MemTotal-MemAvailable fallback,0,19229893,1664,10,,
274.037,30263.0,76785352,WSL MemTotal-MemAvailable fallback,0,19214379,1664,4,,
275.073,30289.0,76793412,WSL MemTotal-MemAvailable fallback,0,19242539,1672,4,,
276.106,30289.0,76765296,WSL MemTotal-MemAvailable fallback,0,19242539,1672,4,,
277.139,30309.0,76714748,WSL MemTotal-MemAvailable fallback,0,19244776,1673,4,,
278.171,30309.0,76700992,WSL MemTotal-MemAvailable fallback,0,19244776,1673,4,,
279.203,30309.0,76694988,WSL MemTotal-MemAvailable fallback,0,19244776,1673,4,,
280.235,30309.0,76643884,WSL MemTotal-MemAvailable fallback,0,19244777,1673,4,,
281.267,30309.0,76568424,WSL MemTotal-MemAvailable fallback,0,19244777,1673,4,,
282.3,30309.0,76518632,WSL MemTotal-MemAvailable fallback,0,19244777,1673,4,,
283.333,30309.0,76502244,WSL MemTotal-MemAvailable fallback,0,19244777,1673,4,,
284.365,30333.0,76547280,WSL MemTotal-MemAvailable fallback,0,19261678,1673,4,,
285.398,30333.0,76477032,WSL MemTotal-MemAvailable fallback,0,19261678,1673,4,,
286.431,30333.0,76485284,WSL MemTotal-MemAvailable fallback,0,19261678,1673,4,,
